185.216.140.186 - - [03/Oct/2020:00:33:05 +0900] "GET /cache/global/img/gs.gif HTTP/1.1" 404 1040
110.46.98.8 - - [03/Oct/2020:20:42:13 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725691242&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900030&page=1&start=0&limit=25 HTTP/1.1" 200 488
110.46.98.8 - - [03/Oct/2020:20:42:14 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725691186&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%8B%A0%EC%9A%B0&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:42:16 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 137
110.46.98.8 - - [03/Oct/2020:20:42:16 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 504
110.46.98.8 - - [03/Oct/2020:20:42:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725694847&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900030&page=1&start=0&limit=25 HTTP/1.1" 200 488
110.46.98.8 - - [03/Oct/2020:20:42:17 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725694636&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%8B%A0%EC%9A%B0&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:42:22 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 504
110.46.98.8 - - [03/Oct/2020:20:42:22 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725699896&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%8B%A0%EC%9A%B0&V_M_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:42:22 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725700029&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900030&page=1&start=0&limit=25 HTTP/1.1" 200 488
110.46.98.8 - - [03/Oct/2020:20:42:33 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725711482&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%8B%A0%EC%9A%B0&V_M_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:42:39 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725716366&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:42:47 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725724956&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=BDB&W_DN_DT_FR=2020-08-01T00%3A00%3A00&W_DN_DT_TO=2020-10-03T00%3A00%3A00&W_S_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&page=1&start=0&limit=25 HTTP/1.1" 200 1274
110.46.98.8 - - [03/Oct/2020:20:45:21 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725878132&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:45:25 +0900] "GET /HSPF01/common/popup/sql/bp_pop_select.jsp?_dc=1601725883044&V_TYPE=BP&V_COMP_ID=HSN&V_USR_ID=BDB&W_BP_CD=&W_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&page=1&start=0&limit=25 HTTP/1.1" 200 3001
110.46.98.8 - - [03/Oct/2020:20:45:25 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725883028&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:45:27 +0900] "GET /HSPF01/common/popup/sql/bp_pop_select.jsp?_dc=1601725885270&V_TYPE=BP&V_COMP_ID=HSN&V_USR_ID=BDB&W_BP_CD=&W_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98%EB%A3%A8%EB%B8%8C&page=1&start=0&limit=25 HTTP/1.1" 200 102
110.46.98.8 - - [03/Oct/2020:20:45:28 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725885219&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%97%90%EC%9D%B4%EC%B9%98&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:45:50 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725907598&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%98%81%EA%B4%91%EA%B3%A0%EB%AC%B4&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 591
110.46.98.8 - - [03/Oct/2020:20:47:11 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 25
110.46.98.8 - - [03/Oct/2020:20:47:11 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725989409 HTTP/1.1" 200 17
110.46.98.8 - - [03/Oct/2020:20:47:11 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725989472 HTTP/1.1" 200 17
110.46.98.8 - - [03/Oct/2020:20:47:11 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 459
110.46.98.8 - - [03/Oct/2020:20:47:12 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725989754&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900031&page=1&start=0&limit=25 HTTP/1.1" 200 479
110.46.98.8 - - [03/Oct/2020:20:47:12 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725989668&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%98%81%EA%B4%91%EA%B3%A0%EB%AC%B4&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:47:15 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 137
110.46.98.8 - - [03/Oct/2020:20:47:15 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 489
110.46.98.8 - - [03/Oct/2020:20:47:15 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725993578&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900031&page=1&start=0&limit=25 HTTP/1.1" 200 479
110.46.98.8 - - [03/Oct/2020:20:47:16 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601725993491&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%98%81%EA%B4%91%EA%B3%A0%EB%AC%B4&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:47:30 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 489
110.46.98.8 - - [03/Oct/2020:20:47:31 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726008727&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=dnlsdnls&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:47:31 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726008923&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900031&page=1&start=0&limit=25 HTTP/1.1" 200 479
110.46.98.8 - - [03/Oct/2020:20:47:33 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 489
110.46.98.8 - - [03/Oct/2020:20:47:34 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726011734&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900031&page=1&start=0&limit=25 HTTP/1.1" 200 479
110.46.98.8 - - [03/Oct/2020:20:47:34 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726011595&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%9C%88%EC%9C%88&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:47:40 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726018242&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=BDB&W_DN_DT_FR=2020-08-01T00%3A00%3A00&W_DN_DT_TO=2020-10-03T00%3A00%3A00&W_S_BP_NM=%EC%9C%88%EC%9C%88&page=1&start=0&limit=25 HTTP/1.1" 200 636
110.46.98.8 - - [03/Oct/2020:20:47:48 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726026246&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%9D%B4%EB%A3%A8%EC%BA%A0&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:47:53 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726031097&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=BDB&W_DN_DT_FR=2020-08-01T00%3A00%3A00&W_DN_DT_TO=2020-10-03T00%3A00%3A00&W_S_BP_NM=%EC%9D%B4%EB%A3%A8%EC%BA%A0&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:47:55 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726033422&V_TYPE=PS&V_COMP_ID=HSN&V_USR_ID=BDB&W_DN_DT_FR=2020-08-01T00%3A00%3A00&W_DN_DT_TO=2020-10-03T00%3A00%3A00&W_S_BP_NM=%EC%9D%B4%EB%A3%A8%EC%BC%90&page=1&start=0&limit=25 HTTP/1.1" 200 367
110.46.98.8 - - [03/Oct/2020:20:48:01 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726038421&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%9D%B4%EB%A3%A8&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 582
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/MainView.js?_dc=1601726084812 HTTP/1.1" 200 49804
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/MyWindow1.js?_dc=1601726084812 HTTP/1.1" 200 9903
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/SearchMenuWindow.js?_dc=1601726084812 HTTP/1.1" 200 2302
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/AddFavoriteFolderWindow.js?_dc=1601726084812 HTTP/1.1" 200 2106
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/RenameFavoriteFolderWindow.js?_dc=1601726084812 HTTP/1.1" 200 2467
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/store/GbStore.js?_dc=1601726084812 HTTP/1.1" 200 668
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/store/FavoriteStore2.js?_dc=1601726084812 HTTP/1.1" 200 852
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/store/SearchMenuStore.js?_dc=1601726084812 HTTP/1.1" 200 692
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/controller/Navigation.js?_dc=1601726084812 HTTP/1.1" 200 19190
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/MainViewViewModel.js?_dc=1601726085117 HTTP/1.1" 200 646
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/MyWindowViewModel1.js?_dc=1601726085122 HTTP/1.1" 200 668
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/SearchMenuWindowViewModel.js?_dc=1601726085124 HTTP/1.1" 200 684
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/AddFavoriteFolderWindowViewModel.js?_dc=1601726085125 HTTP/1.1" 200 696
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/view/RenameFavoriteFolderWindowViewModel.js?_dc=1601726085172 HTTP/1.1" 200 702
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/model/GbModel.js?_dc=1601726085174 HTTP/1.1" 200 468
121.145.185.76 - - [03/Oct/2020:20:48:48 +0900] "GET /HSPF01/common/frame/app/model/MenuModel.js?_dc=1601726085220 HTTP/1.1" 200 348
121.145.185.76 - - [03/Oct/2020:20:48:49 +0900] "GET /HSPF01/common/frame/sql/MenuList.jsp?_dc=1601726085839&node=0 HTTP/1.1" 200 381
121.145.185.76 - - [03/Oct/2020:20:48:49 +0900] "GET /HSPF01/common/frame/sql/Global.jsp?_dc=1601726086638&page=1&start=0&limit=25 HTTP/1.1" 200 358
110.46.98.8 - - [03/Oct/2020:20:48:54 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 25
110.46.98.8 - - [03/Oct/2020:20:48:54 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726091992 HTTP/1.1" 200 17
110.46.98.8 - - [03/Oct/2020:20:48:54 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726092054 HTTP/1.1" 200 17
110.46.98.8 - - [03/Oct/2020:20:48:54 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 468
110.46.98.8 - - [03/Oct/2020:20:48:54 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726092327&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900032&page=1&start=0&limit=25 HTTP/1.1" 200 470
110.46.98.8 - - [03/Oct/2020:20:48:55 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726092224&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%9D%B4%EB%A3%A8&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:49:02 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 137
110.46.98.8 - - [03/Oct/2020:20:49:02 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 498
110.46.98.8 - - [03/Oct/2020:20:49:02 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726100211&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900032&page=1&start=0&limit=25 HTTP/1.1" 200 470
110.46.98.8 - - [03/Oct/2020:20:49:02 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726100102&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%EC%9D%B4%EB%A3%A8&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:20:49:12 +0900] "POST /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp HTTP/1.1" 200 498
110.46.98.8 - - [03/Oct/2020:20:49:12 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726110125&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BILL_NO=BN2020092900032&page=1&start=0&limit=25 HTTP/1.1" 200 470
110.46.98.8 - - [03/Oct/2020:20:49:12 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726110004&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%ED%83%80%EB%88%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 639
110.46.98.8 - - [03/Oct/2020:20:49:16 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601726114092&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%ED%83%80%EB%88%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 639
110.46.98.8 - - [03/Oct/2020:21:04:34 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601727031872&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%ED%83%80%EB%88%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 639
110.46.98.8 - - [03/Oct/2020:21:04:41 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601727039559&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=&W_S_BP_NM=%ED%83%80%EB%88%84&page=1&start=0&limit=25 HTTP/1.1" 200 97
110.46.98.8 - - [03/Oct/2020:21:04:42 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601727039544&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%ED%83%80%EB%88%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 639
110.46.98.8 - - [03/Oct/2020:21:06:01 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601727118708&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=%ED%83%9C%EC%98%81&W_S_BP_NM=&page=1&start=0&limit=25 HTTP/1.1" 200 43
110.46.98.8 - - [03/Oct/2020:21:06:01 +0900] "GET /HSPF01/TOT/ss/s_bill_tot_hspf/sql/S_BILL_TOT_HSPF.jsp?_dc=1601727118694&V_TYPE=SH&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-09-01T00%3A00%3A00&V_DN_DT_TO=2020-09-30T00%3A00%3A00&V_S_BP_NM=%ED%83%80%EB%88%84&V_M_BP_NM=&V_ITEM_CD=&V_ITEM_NM=&V_LC_DOC_NO=&V_BL_DOC_NO=&V_IV_TYPE=T&page=1&start=0&limit=25 HTTP/1.1" 200 639
110.46.98.8 - - [03/Oct/2020:21:06:03 +0900] "GET /HSPF01/common/popup/sql/sbp_pop_select.jsp?_dc=1601727121500&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&W_S_BP_CD=%ED%83%9C%EC%98%81&W_S_BP_NM=%ED%83%9C%EC%98%81&page=1&start=0&limit=25 HTTP/1.1" 200 43
